node1,node2,weight
AWCR,ASGR,1
AWCR,AWCL,5
BAGL,AIBL,1
BAGL,AVAR,1
BAGL,AVEL,1
BAGL,AVER,4
BAGL,BAGR,1
BAGL,BAGR,1
BAGL,RIAR,5
BAGL,RIBL,1
BAGL,RIBR,7
BAGL,RIGL,1
BAGL,RIGR,4
BAGL,RIGR,1
BAGL,RIR,1
BAGR,AIYL,1
BAGR,AVAL,1
BAGR,AVEL,2
BAGR,BAGL,1
BAGR,RIAL,5
BAGR,RIBL,4
BAGR,RIGL,5
BAGR,RIGL,1
BAGR,RIR,1
BDUL,ADEL,3
BDUL,AVHL,1
BDUL,AVJR,1
BDUL,HSNL,1
BDUL,PVNL,2
BDUL,PVNR,2
BDUL,SAADL,1
BDUL,URADL,1
BDUR,ADER,1
BDUR,ALMR,1
BDUR,AVAL,3
BDUR,AVHL,1
BDUR,AVJL,2
BDUR,HSNR,4
BDUR,PVCL,1
BDUR,PVNL,2
BDUR,PVNR,1
BDUR,SDQL,1
BDUR,URADR,1
CEPDL,AVER,5
CEPDL,IL1DL,4
CEPDL,OLLL,2
CEPDL,OLQDL,6
CEPDL,OLQDL,1
CEPDL,RIBL,2
CEPDL,RICL,1
CEPDL,RICR,2
CEPDL,RIH,1
CEPDL,RIPL,2
CEPDL,RIS,1
CEPDL,RMDVL,3
CEPDL,RMGL,4
CEPDL,RMHR,4
CEPDL,SIADR,1
CEPDL,SMBDR,1
CEPDL,URADL,2
CEPDL,URBL,4
CEPDL,URYDL,2
CEPDR,AVEL,6
CEPDR,BDUR,1
CEPDR,IL1DR,5
CEPDR,IL1R,1
CEPDR,OLLR,8
CEPDR,OLQDR,5
CEPDR,OLQDR,2
CEPDR,RIBR,1
CEPDR,RICL,4
CEPDR,RICR,3
CEPDR,RIH,1
CEPDR,RIS,1
CEPDR,RMDDL,1
CEPDR,RMDVR,2
CEPDR,RMGR,1
CEPDR,RMHL,4
CEPDR,RMHR,1
CEPDR,SIADL,1
CEPDR,SMBDR,1
CEPDR,URADR,1
CEPDR,URBR,2
CEPDR,URYDR,1
CEPVL,ADLL,1
CEPVL,AVER,3
CEPVL,IL1VL,2
CEPVL,MVL03,1
CEPVL,OLLL,4
CEPVL,OLQVL,6
CEPVL,OLQVL,1
CEPVL,RICL,7
CEPVL,RICR,4
CEPVL,RIH,1
CEPVL,RIPL,1
CEPVL,RMDDL,4
CEPVL,RMHL,1
CEPVL,SIAVL,1
CEPVL,URAVL,2
CEPVR,ASGR,1
CEPVR,AVEL,5
CEPVR,IL1VR,1
CEPVR,IL2VR,2
CEPVR,MVR04,1
CEPVR,OLLR,7
CEPVR,OLQVR,3
CEPVR,OLQVR,1
CEPVR,RICL,2
CEPVR,RICR,2
CEPVR,RIH,1
CEPVR,RIPR,1
CEPVR,RIVL,1
CEPVR,RMDDR,2
CEPVR,RMHR,2
CEPVR,SIAVR,2
CEPVR,URAVR,1
DA1,AVAL,2
DA1,AVAR,6
DA1,DA4,1
DA1,DD1,4
DA1,MDL08,8
DA1,MDR08,8
DA1,SABVL,2
DA1,SABVR,3
DA1,VD1,17
DA1,VD2,1
DA2,AS2,1
DA2,AS3,1
DA2,AVAL,2
DA2,AVAR,2
DA2,DD1,1
DA2,MDL07,2
DA2,MDL08,1
DA2,MDL09,2
DA2,MDL10,2
DA2,MDR07,2
DA2,MDR08,2
DA2,MDR09,2
DA2,MDR10,2
DA2,SABVL,1
DA2,VA1,2
DA2,VD1,2
DA2,VD2,11
DA2,VD3,5
DA3,AS4,1
DA3,AS4,1
DA3,AVAR,2
DA3,DA4,2
DA3,DB3,1
DA3,DD2,1
DA3,MDL09,5
DA3,MDL10,5
DA3,MDL12,5
DA3,MDR09,5
DA3,MDR10,5
DA3,MDR12,5
DA3,VD3,25
DA3,VD4,6
DA4,AVAL,3
DA4,AVAR,2
DA4,DA1,1
DA4,DA3,1
DA4,DB3,1
DA4,DB3,1
DA4,DD2,1
DA4,MDL11,4
DA4,MDL12,4
DA4,MDL14,5
DA4,MDR11,4
DA4,MDR12,4
DA4,MDR14,5
DA4,VB6,1
DA4,VD4,12
DA4,VD5,15
DA5,AS6,2
DA5,AVAL,1
DA5,AVAR,5
DA5,DB4,1
DA5,MDL13,5
DA5,MDL14,4
DA5,MDR13,5
DA5,MDR14,4
DA5,VA4,1
DA5,VA5,2
DA5,VD5,1
DA5,VD6,16
DA6,AVAL,10
DA6,AVAR,2
DA6,MDL11,6
DA6,MDL12,4
DA6,MDL13,4
DA6,MDL14,4
DA6,MDL16,4
DA6,MDR11,4
DA6,MDR12,4
DA6,MDR13,4
DA6,MDR14,4
DA6,MDR16,4
DA6,VD4,4
DA6,VD5,3
DA6,VD6,3
DA7,AVAL,2
DA7,MDL15,4
DA7,MDL17,4
DA7,MDL18,4
DA7,MDR15,4
DA7,MDR17,4
DA7,MDR18,4
DA8,AVAR,1
DA8,DA9,1
DA8,MDL17,4
DA8,MDL19,4
DA8,MDL20,4
DA8,MDR17,4
DA8,MDR19,4
DA8,MDR20,4
DA9,DA8,1
DA9,DD6,1
DA9,MDL19,4
DA9,MDL21,4
DA9,MDL22,4
DA9,MDL23,4
DA9,MDL24,4
DA9,MDR19,4
DA9,MDR21,4
DA9,MDR22,4
DA9,MDR23,4
DA9,MDR24,4
DA9,PDA,1
DA9,PHCL,1
DA9,RID,1
DA9,VD13,1
DB1,AIBR,1
DB1,AS1,1
DB1,AS2,1
DB1,AS3,1
DB1,AVBR,3
DB1,DB2,1
DB1,DB4,1
DB1,DD1,10
DB1,DVA,1
DB1,MDL07,1
DB1,MDL08,1
DB1,MDR07,1
DB1,MDR08,1
DB1,RID,1
DB1,RIS,1
DB1,VB3,1
DB1,VB4,1
DB1,VD1,21
DB1,VD2,15
DB1,VD3,1
DB2,AVBR,1
DB2,DA3,5
DB2,DB1,1
DB2,DB3,6
DB2,DD2,2
DB2,MDL09,3
DB2,MDL10,3
DB2,MDL11,3
DB2,MDL12,3
DB2,MDR09,3
DB2,MDR10,3
DB2,MDR11,3
DB2,MDR12,3
DB2,VB1,2
DB2,VD3,23
DB2,VD4,14
DB2,VD5,1
DB3,AS4,1
DB3,AS5,1
DB3,AVBL,1
DB3,AVBR,1
DB3,DA4,1
DB3,DB2,6
DB3,DB4,1
DB3,DD2,4
DB3,DD3,10
DB3,MDL11,3
DB3,MDL12,3
DB3,MDL13,4
DB3,MDL14,3
DB3,MDR11,3
DB3,MDR12,3
DB3,MDR13,4
DB3,MDR14,3
DB3,VD4,9
DB3,VD5,26
DB3,VD6,7
DB4,AVBL,1
DB4,AVBR,1
DB4,DB1,1
DB4,DB3,1
DB4,DD3,3
DB4,MDL13,2
DB4,MDL14,2
DB4,MDL16,2
DB4,MDR13,2
DB4,MDR14,2
DB4,MDR16,2
DB4,VB2,1
DB4,VB4,1
DB4,VD6,13
DB5,AVAR,2
DB5,AVBL,1
DB5,AVBR,1
DB5,MDL15,2
DB5,MDL17,2
DB5,MDL18,2
DB5,MDR15,2
DB5,MDR17,2
DB5,MDR18,2
DB6,AVAL,3
DB6,AVBL,2
DB6,AVBR,1
DB6,MDL17,2
DB6,MDL19,2
DB6,MDL20,2
DB6,MDR17,2
DB6,MDR19,2
DB6,MDR20,2
DB7,AVBL,2
DB7,AVBR,1
DB7,MDL19,2
DB7,MDL21,2
DB7,MDL22,2
DB7,MDL23,2
DB7,MDL24,2
DB7,MDR19,2
DB7,MDR21,2
DB7,MDR22,2
DB7,MDR23,2
DB7,MDR24,2
DB7,VD13,2
DD1,AVBR,1
DD1,DA2,2
DD1,DD2,1
DD1,MDL07,-4
DD1,MDL08,-4
DD1,MDL09,-5
DD1,MDL10,-4
DD1,MDR07,-4
DD1,MDR08,-4
DD1,MDR09,-5
DD1,MDR10,-4
DD1,VD1,4
DD1,VD2,1
DD1,VD2,2
DD2,DA3,1
DD2,DD1,1
DD2,DD3,2
DD2,MDL09,-4
DD2,MDL11,-5
DD2,MDL12,-4
DD2,MDR09,-4
DD2,MDR11,-5
DD2,MDR12,-4
DD2,VD3,1
DD2,VD4,1
DD2,VD4,2
DD3,DD2,2
DD3,DD4,1
DD3,MDL11,-5
DD3,MDL13,-6
DD3,MDL14,-5
DD3,MDR11,-5
DD3,MDR13,-6
DD3,MDR14,-5
DD4,DD3,1
DD4,MDL13,-5
DD4,MDL15,-5
DD4,MDL16,-5
DD4,MDR13,-5
DD4,MDR15,-5
DD4,MDR16,-5
DD4,VC3,1
DD4,VD8,1
DD5,MDL17,-5
DD5,MDL18,-5
DD5,MDL20,-5
DD5,MDR17,-5
DD5,MDR18,-5
DD5,MDR20,-5
DD5,VB8,1
DD5,VD10,1
DD5,VD9,1
DD6,MDL19,-5
DD6,MDL21,-5
DD6,MDL22,-5
DD6,MDL23,-5
DD6,MDL24,-5
DD6,MDR19,-5
DD6,MDR21,-5
DD6,MDR22,-5
DD6,MDR23,-5
DD6,MDR24,-5
DVA,AIZL,3
DVA,AQR,4
DVA,AUAL,1
DVA,AUAR,1
DVA,AVAL,3
DVA,AVAR,1
DVA,AVBL,1
DVA,AVBL,1
DVA,AVBR,1
DVA,AVEL,9
DVA,AVER,5
DVA,DB1,1
DVA,DB2,1
DVA,DB3,2
DVA,DB4,1
DVA,DB5,1
DVA,DB6,2
DVA,DB7,1
DVA,PDEL,3
DVA,PVCL,3
DVA,PVCL,1
DVA,PVCR,1
DVA,PVR,3
DVA,PVR,2
DVA,RIAL,1
DVA,RIAR,1
DVA,RIMR,1
DVA,RIR,3
DVA,SAADR,1
DVA,SAAVL,1
DVA,SAAVR,1
DVA,SABD,1
DVA,SMBDL,3
DVA,SMBDR,2
DVA,SMBVL,3
DVA,SMBVR,2
DVA,VA12,1
DVA,VA2,1
DVA,VB1,1
DVA,VB11,2
DVB,AS9,7
DVB,AVL,5
DVB,AVL,1
DVB,DA8,2
DVB,DD6,3
DVB,DVC,3
DVB,MANAL,-5
DVB,PDA,1
DVB,PHCL,1
DVB,PVPL,1
DVB,VA9,1
DVB,VB9,1
DVC,AIBL,1
DVC,AIBL,1
DVC,AIBR,3
DVC,AIBR,2
DVC,AVAL,5
DVC,AVAR,7
DVC,AVBL,1
DVC,AVKL,2
DVC,AVKR,1
DVC,AVL,9
DVC,PVPL,2
DVC,PVPR,13
DVC,PVT,1
DVC,RIBL,1
DVC,RIBR,1
DVC,RIGL,5
DVC,RIGR,5
DVC,RMFL,2
DVC,RMFR,4
DVC,VA9,1
DVC,VD1,5
DVC,VD10,4
FLPL,ADEL,2
FLPL,ADER,2
FLPL,AIBL,1
FLPL,AIBR,2
FLPL,AVAL,14
FLPL,AVAL,1
FLPL,AVAR,17
FLPL,AVBL,4
FLPL,AVBR,5
FLPL,AVDL,6
FLPL,AVDL,1
FLPL,AVDR,13
FLPL,DVA,1
FLPL,FLPR,1
FLPL,FLPR,2
FLPL,RIH,1
FLPR,ADER,1
FLPR,AIBR,1
FLPR,AVAL,12
FLPR,AVAR,5
FLPR,AVBL,5
FLPR,AVBR,1
FLPR,AVDL,10
FLPR,AVDL,1
FLPR,AVDR,1
FLPR,AVDR,1
FLPR,AVEL,4
FLPR,AVER,2
FLPR,AVJR,1
FLPR,DVA,1
FLPR,FLPL,2
FLPR,FLPL,2
FLPR,PVCL,2
FLPR,VB1,1
HSNL,AIAL,1
HSNL,AIZL,2
HSNL,AIZR,1
HSNL,ASHL,1
HSNL,ASHR,2
HSNL,ASJR,1
HSNL,ASKL,1
HSNL,AVDR,2
HSNL,AVFL,6
HSNL,AVJL,1
HSNL,AWBL,1
HSNL,AWBR,2
HSNL,HSNR,3
HSNL,HSNR,1
HSNL,MVULVA,7
HSNL,RIFL,3
HSNL,RIML,2
HSNL,SABVL,2
HSNL,VC5,3
HSNR,AIBL,1
HSNR,AIBR,1
HSNR,AIZL,1
HSNR,AIZR,1
HSNR,AS5,1
HSNR,ASHL,2
HSNR,AVDR,1
HSNR,AVFL,1
HSNR,AVJL,1
HSNR,AVL,1
HSNR,AWBL,1
HSNR,BDUR,1
HSNR,DA5,1
HSNR,DA6,1
HSNR,HSNL,1
HSNR,HSNL,1
HSNR,MVULVA,6
HSNR,PVNR,1
HSNR,PVNR,1
HSNR,PVQR,1
HSNR,RIFR,4
HSNR,RMGR,1
HSNR,SABD,1
HSNR,SABVR,1
HSNR,VA6,1
HSNR,VC2,3
HSNR,VC3,1
HSNR,VD4,2
I1L,I1R,1
I1L,I3,1
I1L,I5,1
I1L,RIPL,1
I1L,RIPR,1
I1R,I1L,1
I1R,I3,1
I1R,I5,1
I1R,RIPL,1
I1R,RIPR,1
I2L,I1L,1
I2L,I1R,1
I2L,M1,2
I2L,M1,2
I2R,I1L,1
I2R,I1R,1
I2R,M1,2
I2R,M1,2
I3,M1,2
I3,M1,2
I3,M2L,1
I3,M2L,1
I3,M2R,1
I3,M2R,1
I4,I2L,5
I4,I2R,5
I4,I5,2
I4,M1,2
I4,M1,2
I5,I1L,3
I5,I1L,1
I5,I1R,2
I5,I1R,1
I5,M1,1
I5,M1,1
I5,M5,1
I5,M5,1
I5,MI,2
I5,MI,2
I6,I2L,2
I6,I2R,2
I6,I3,1
I6,M4,1
I6,M5,2
I6,NSML,2
I6,NSMR,2
IL1DL,IL1DR,1
IL1DL,IL1L,1
IL1DL,MDL01,1
IL1DL,MDL02,1
IL1DL,MDL04,2
IL1DL,OLLL,1
IL1DL,PVR,1
IL1DL,RIH,1
IL1DL,RIPL,2
IL1DL,RMDDR,1
IL1DL,RMDVL,4
IL1DL,RMEV,1
IL1DL,URYDL,1
IL1DR,IL1DL,1
IL1DR,IL1R,1
IL1DR,MDR01,4
IL1DR,MDR02,3
IL1DR,OLLR,1
IL1DR,RIPR,5
IL1DR,RMDVR,5
IL1DR,RMEV,1
IL1L,AVER,2
IL1L,IL1DL,1
IL1L,IL1DL,1
IL1L,IL1VL,1
IL1L,MDL01,3
IL1L,MDL03,3
IL1L,MDL05,4
IL1L,MVL01,3
IL1L,MVL03,3
IL1L,RMDDL,5
IL1L,RMDL,1
IL1L,RMDR,3
IL1L,RMDVL,4
IL1L,RMDVR,2
IL1L,RMER,1
IL1R,AVEL,1
IL1R,AVER,1
IL1R,IL1DR,1
IL1R,IL1DR,1
IL1R,IL1VR,1
IL1R,MDR01,3
IL1R,MDR03,3
IL1R,MVR01,3
IL1R,MVR03,3
IL1R,RMDDL,3
IL1R,RMDDR,2
IL1R,RMDL,4
IL1R,RMDR,2
IL1R,RMDVL,1
IL1R,RMDVR,4
IL1R,RMEL,2
IL1R,RMHL,1
IL1R,URXR,2
IL1VL,IL1L,1
IL1VL,IL1L,1
IL1VL,IL1VR,1
IL1VL,MVL01,5
IL1VL,MVL02,4
IL1VL,RIPL,4
IL1VL,RMDDL,5
IL1VL,RMED,1
IL1VL,URYVL,1
IL1VR,IL1R,1
IL1VR,IL1R,1
IL1VR,IL1VL,1
IL1VR,IL2R,1
IL1VR,IL2VR,1
IL1VR,MVR01,5
IL1VR,MVR02,5
IL1VR,RIPR,6
IL1VR,RMDDR,10
IL1VR,RMER,1
IL2DL,AUAL,1
IL2DL,IL1DL,7
IL2DL,OLQDL,2
IL2DL,RIBL,1
IL2DL,RIPL,10
IL2DL,RMEL,4
IL2DL,RMER,3
IL2DL,URADL,3
IL2DR,CEPDR,1
IL2DR,IL1DR,7
IL2DR,RICR,1
IL2DR,RIPR,11
IL2DR,RMED,1
IL2DR,RMEL,2
IL2DR,RMER,2
IL2DR,RMEV,1
IL2DR,URADR,3
IL2L,ADEL,2
IL2L,AVEL,1
IL2L,IL1L,1
IL2L,OLQDL,5
IL2L,OLQVL,8
IL2L,RICL,1
IL2L,RIH,7
IL2L,RMDL,3
IL2L,RMDR,1
IL2L,RMER,2
IL2L,RMEV,2
IL2L,RMGL,1
IL2L,URXL,2
IL2R,ADER,1
IL2R,IL1R,1
IL2R,IL1VR,1
IL2R,OLLR,1
IL2R,OLQDR,2
IL2R,OLQVR,7
IL2R,RIH,6
IL2R,RMDL,1
IL2R,RMEL,2
IL2R,RMEV,1
IL2R,RMGR,1
IL2R,URBR,1
IL2R,URXR,1
IL2VL,BAGR,1
IL2VL,IL1VL,7
IL2VL,IL2L,1
IL2VL,OLQVL,1
IL2VL,RIAL,1
IL2VL,RIH,2
IL2VL,RIPL,11
IL2VL,RMEL,1
IL2VL,RMER,4
IL2VL,RMEV,1
IL2VL,URAVL,3
IL2VR,IL1VR,6
IL2VR,OLQVR,1
IL2VR,RIAR,2
IL2VR,RIH,3
IL2VR,RIPR,15
IL2VR,RMEL,3
IL2VR,RMER,2
IL2VR,RMEV,3
IL2VR,URAVR,4
IL2VR,URXR,1
LUAL,AVAL,5
LUAL,AVAL,1
LUAL,AVAR,6
LUAL,AVDL,4
LUAL,AVDR,2
LUAL,AVJL,1
LUAL,PHBL,1
LUAL,PLML,1
LUAL,PVNL,1
LUAL,PVR,1
LUAL,PVWL,1
LUAR,AVAL,3
LUAR,AVAR,7
LUAR,AVDL,1
LUAR,AVDR,3
LUAR,AVJR,1
LUAR,PLMR,1
LUAR,PQR,1
LUAR,PVCR,3
LUAR,PVR,1
LUAR,PVR,1
LUAR,PVWL,1
M1,I2L,2
M1,I2R,2
M1,I3,1
M1,I4,1
M2L,I1L,3
M2L,I1R,3
M2L,I3,2
M2L,I3,1
M2L,M2R,1
M2L,M5,1
M2L,MI,2
M2L,MI,2
M2R,I1L,3
M2R,I1R,3
M2R,I3,2
M2R,I3,1
M2R,M3L,1
M2R,M3R,1
M2R,M5,1
M2R,MI,2
M2R,MI,2
M3L,I1L,4
M3L,I1R,4
M3L,I4,2
M3L,I5,3
M3L,I6,1
M3L,M1,1
M3L,M1,1
M3L,M3R,1
M3L,MCL,1
M3L,MCR,1
M3L,MI,1
M3L,MI,1
M3L,NSML,2
M3L,NSMR,3
M3R,I1L,4
M3R,I1R,4
M3R,I3,2
M3R,I4,6
M3R,I5,3
M3R,I6,1
M3R,M1,1
M3R,M1,1
M3R,M3L,1
M3R,MCL,1
M3R,MCR,1
M3R,MI,1
M3R,MI,1
M3R,NSML,2
M3R,NSMR,3
M4,I3,1
M4,I5,13
M4,I6,2
M4,I6,1
M4,M2L,1
M4,M2R,1
M4,M4,6
M4,M5,1
M4,NSML,1
M4,NSMR,1
M5,I5,3
M5,I5,1
M5,I6,1
M5,M1,1
M5,M1,1
M5,M2L,2
M5,M2R,2
M5,M5,4
MCL,I1L,3
MCL,I1R,3
MCL,I2L,1
MCL,I2R,1
MCL,I3,1
MCL,M1,1
MCL,M1,1
MCL,M2L,2
MCL,M2R,2
MCR,I1L,3
MCR,I1R,3
MCR,I3,1
MCR,M1,1
MCR,M1,1
MCR,M2L,2
MCR,M2R,2
MI,I1L,1
MI,I1R,1
MI,I3,1
MI,I4,1
MI,I5,2
MI,M1,1
MI,M2L,2
MI,M2R,2
MI,M3L,1
MI,M3R,1
MI,MCL,2
MI,MCR,2
NSML,I1L,1
NSML,I1R,2
NSML,I2L,6
NSML,I2R,6
NSML,I3,2
NSML,I4,3
NSML,I5,2
NSML,I6,2
NSML,M3L,1
NSML,M3L,1
NSML,M3R,1
NSML,M3R,1
NSMR,I1L,2
NSMR,I1R,2
NSMR,I2L,6
NSMR,I2R,6
NSMR,I3,2
NSMR,I4,3
NSMR,I5,2
NSMR,I6,2
NSMR,M3L,1
NSMR,M3L,1
NSMR,M3R,1
NSMR,M3R,1
OLLL,AVER,21
OLLL,CEPDL,3
OLLL,CEPVL,4
OLLL,IL1DL,1
OLLL,IL1VL,2
OLLL,OLLR,2
OLLL,RIBL,8
OLLL,RIGL,1
OLLL,RMDDL,7
OLLL,RMDL,2
OLLL,RMDVL,1
OLLL,RMEL,2
OLLL,SMDDL,3
OLLL,SMDDR,4
OLLL,SMDVR,4
OLLL,URYDL,1
OLLR,AVEL,16
OLLR,CEPDR,1
OLLR,CEPVR,6
OLLR,IL1DR,2
OLLR,IL1DR,1
